anciennete_mois,facture_moyenne,nb_reclamations_12m,nb_appels_support_3m,satisfaction,nb_options,freq_portail_mois,variation_facture_3m,delai_resolution_incident_h,score_fidelite,region,mode_paiement,churn
4,79.47,11,12,5.8,8,26,4.72,65.55,62,Est,carte,0
19,116.77,5,17,2.01,3,21,46.62,83.99,87,Nord,virement,0
87,23.15,13,20,7.16,10,39,-2.61,94.33,93,Ouest,carte,1
61,100.24,18,20,2.1,5,41,16.74,31.33,70,Ouest,carte,1
25,137.31,12,4,6.12,7,0,-4.2,13.23,4,Sud,virement,0
90,99.02,0,18,8.24,7,37,2.52,12.42,19,Est,virement,1
46,86.73,14,20,6.04,4,19,-25.27,91.62,69,Sud,carte,0
58,73.84,14,19,8.03,7,23,18.46,87.71,27,Sud,carte,1
64,96.34,16,20,2.87,1,2,6.05,70.99,87,Nord,carte,1
56,13.99,15,6,2.05,7,16,28.67,17.96,90,Est,carte,0
23,181.37,4,6,8.01,6,24,21.42,88.99,32,Ouest,virement,0
75,118.63,15,8,5.52,9,35,66.86,22.43,95,Ouest,virement,1
81,62.19,9,10,8.1,4,29,26.29,13.74,30,Est,prelevement,1
73,132.79,16,3,5.01,8,15,1.28,67.44,11,Est,prelèvement,1
87,145.46,7,17,6.03,"5,00",9,-20.19,70.35,80,Est,virement,1
68,170.71,6,9,9.4,6,9,72.26,26.46,76,Est,virement,1
14,165.93,4,16,5.42,6,29,-34.25,23.62,43,Nord,virement,0
75,78.82,4,19,1.5,3,26,46.6,41.61,39,Nord,virement,1
82,168.67,4,6,3.94,7,44,34.31,75.12,44,Ouest,carte,1
84,206.42,0,16,3.67,0,23,28.76,95.54,4,Sud,carte,1
65,197.7,14,16,6.23,5,39,6.25,94.93,3,Est,virement,1
71,22.28,12,4,5.36,3,28,-13.96,44.06,4,Est,prelevement,1
18,21.95,1,3,5.57,1,4,39.0,62.5,0,Est,virement,0
15,NA,6,13,5.46,6,37,72.28,40.16,40,Est,carte,0
68,163.83,10,0,7.76,2,20,,23.93,79,Nord,prelevement,1
7,182.19,3,19,5.13,2,33,3.88,79.59,61,Nord,virement,0
5,48.13,15,4,7.21,3,16,33.04,86.75,77,Sud,carte,0
27,216.4,18,8,5.29,4,21,-14.72,62.59,57,Ouest,carte,1
22,NA,18,10,3.03,1,38,3.82,59.14,96,Sud,virement,0
42,128.17,13,10,6.76,10,39,36.51,64.02,17,Est,prelevement,0
37,53.85,16,18,2.8,10,26,0.35,75.72,"86,00",Sud,virement,0
82,131.92,5,18,4.08,8,8,40.31,5.58,100,Est,prelevement,1
10,130.59,7,14,2.51,4,22,0.11,86.23,0,Ouest,carte,0
89,194.69,18,11,8.69,3,29,13.92,59.75,56,Sud,virement,1
20,215.7,0,13,8.11,3,41,12.63,50.06,NA,Sud,prelevement,0
51,144.2,5,5,9.22,5,12,63.25,54.6,17,Ouest,carte,0
71,127.21,6,9,6.89,8,13,73.38,55.07,86,Est,carte,1
2,143.8,18,10,1.41,3,16,-1.45,9.44,100,Sud,carte,0
96,26.01,3,18,5.18,0,,-1.85,79.14,83,Nord,prelevement,1
35,64.84,8,18,9.4,6,20,-30.24,20.9,33,Nord,carte,0
33,34.11,7,2,1.04,8,40,62.67,79.64,38,Ouest,carte,0
60,44.6,8,11,9.91,6,26,-24.48,56.0,62,Ouest,virement,0
77,150.51,10,21,5.47,1,42,-18.7,2.14,"100,00",Est,carte,1
89,137.49,9,16,3.95,7,27,41.52,84.73,95,Est,virement,1
11,99.53,3,9,2.53,8,44,-22.95,72.23,96,Nord,virement,0
43,44.32,16,2,5.19,1,44,42.38,54.22,29,Nord,prelevement,0
45,31.59,7,17,7.38,2,1,-8.88,11.14,97,Ouest,carte,0
3,59.91,1,21,7.51,10,3,-29.76,94.01,43,Nord,prelevement,0
34,136.02,5,5,7.62,9,20,-10.33,67.48,77,Ouest,prelevement,0
6,24.09,13,10,6.03,10,28,31.53,60.85,11,Sud,prelevement,0
70,170.74,2,14,5.88,9,41,39.81,57.25,95,Nord,prelevement,1
92,65.73,15,4,5.17,9,8,73.43,93.6,1,Sud,prelevement,1
26,112.4,13,10,8.69,9,9,27.46,27.73,37,Est,carte,0
,140.5,5,7,5.62,9,0,32.17,24.11,20,Sud,prelevement,0
30,150.82,18,19,5.24,2,7,-7.74,2.96,90,Ouest,carte,1
26,178.78,6,15,6.28,2,41,66.47,78.82,100,Ouest,virement,0
77,170.46,8,1,9.6,10,35,12.02,7.73,87,Ouest,carte,1
86,113.82,5,10,6.37,10,44,69.26,5.22,10,Ouest,prelevement,1
21,216.4,8,3,1.6,2,3,66.26,12.65,68,Ouest,carte,0
51,121.33,8,3,1.11,5,19,-5.56,65.5,48,Sud,prelevement,0
71,175.48,2,10,4.94,2,9,59.98,14.84,9,Nord,prelevement,1
61,67.42,2,11,2.38,4,7,-34.63,49.65,7,Sud,carte,0
8,62.01,11,14,6.61,0,15,-15.1,44.5,85,Nord,carte,0
18,177.91,15,10,,9,17,47.62,13.01,9,Nord,prelevement,0
5,51.21,11,4,5.12,6,41.08,39.46,68.6,24,Nord,carte,0
43,206.47,14,22,2.54,6,19,22.83,33.4,92,Nord,virement,1
5,104.82,9,3,5.22,2,44,38.83,24.2,72,Nord,carte,0
56,149.01,6,6,9.88,7,7,23.53,44.22,83,Sud,prelevement,1
34,26.74,3,18,8.21,2,41,57.75,,76,Est,carte,0
27,170.24,2,22,2.65,9,30,-31.25,67.36,64,Sud,prelevement,0
75,149.26,16,2,9.33,7,6,41.36,61.66,80,,virement,1
89,184.42,11,14,5.83,5,11,46.18,37.74,12,Est,carte,1
11,137.13,11,12,4.83,10,29,42.33,57.29,36,Sud,prelevement,0
94,156.46,4,22,2.29,10,24,-34.66,71.77,29,Est,carte,1
78,182.81,7,4,6.59,1,31,-24.73,62.55,58,Est,virement,1
45,15.12,11,7,4.1,1,10,62.62,48.55,81,Est,carte,0
86,22.84,10,8,3.38,7,13,-4.13,24.56,6,Nord,carte,1
,204.18,17,19,1.8,5,9,61.07,90.47,82,Sud,carte,1
16,66.1,2,14,1.64,10,26,29.85,76.35,33,Sud,prelèvement,0
3,203.51,9,8,4.3,6,13,69.88,90.86,72,Est,prelevement,0
17,40.63,16,20,9.36,3,0,35.04,27.2,4,Est,carte,0
52,90.35,12,6,7.65,3,26,-15.13,65.24,53,Ouest,prelevement,0
29,109.78,5,11,5.63,0,31,64.81,81.49,91,Sud,prelevement,0
53,198.73,2,10,6.84,9,37,3.8,2.18,89,Nord,prelevement,1
56,146.67,3,13,2.44,9,31,-11.67,72.55,69,Est,virement,1
69,13.95,6,2,4.53,8,45,22.05,38.28,16,Sud,virement,0
80,180.84,17,17,7.45,8,13,52.26,25.93,15,Nord,carte,1
88,14.35,0,12,1.27,5,37,9.01,400.76,7,Ouest,virement,0
86,156.82,3,11,5.05,1,35,30.05,12.6,37,Ouest,carte,1
96,64.9,6,1,9.53,10,33,4.21,20.13,2,Sud,carte,1
8,99.05,5,10,1.12,10,27,-33.74,14.61,38,Sud,virement,0
52,147.85,7,3,5.58,8,4,24.49,58.7,11,Ouest,carte,1
71,118.43,11,10,2.07,7,18,-6.78,53.51,82,Est,virement,1
92,135.82,16,15,2.53,9,20,18.73,87.64,15,Nord,carte,1
57,89.79,14,11,8.57,4,37,-0.7,66.31,25,Sud,virement,1
86,23.97,9,16,6.66,4,45,-1.89,77.08,53,Sud,carte,1
35,197.91,4,16,3.33,3,38,59.92,34.26,28,Sud,virement,0
2,68.48,16,15,2.58,10,32,52.95,75.85,32,Nord,carte,0
7,1001.21,7,9,,10,9,55.19,54.27,72,Nord,virement,1
74,21.74,11,4,9.43,10,5,3.75,92.71,,Est,virement,1
,179.17,3,18,6.69,5,39,24.66,7.89,41,Ouest,prelevement,1
33,26.32,2,17,1.42,4,7,49.29,40.61,44,Nord,carte,0
NA,164.14,12,12,9.15,10,6,-7.21,12.87,49,Sud,carte,1
88,140.0,13,12,7.3,0,38,13.76,26.33,54,Sud,virement,1
57,81.97,18,5,7.55,2,32,-25.42,24.88,31,Nord,virement,1
54,110.17,15,12,5.29,7,15,44.62,35.52,49,Sud,carte,1
10,122.95,16,5,6.9,8,42,-33.85,35.49,84,Sud,virement,0
80,207.09,10,8,8.13,10,31,61.9,12.87,1,Est,virement,1
26,183.45,10,7,7.22,2,20,30.53,73.33,34,Nord,carte,0
40,135.1,17,19,8.26,1,34,-22.15,76.36,31,Sud,carte,1
79,84.97,14,8,1.56,3,32,66.99,55.55,3,Est,prelevement,1
55,194.04,4,1,8.51,8,16,26.88,87.34,73,Sud,virement,1
42,14.92,11,7,5.59,9,2,25.59,56.9,57,Sud,virement,0
60,34.06,15,12,1.53,5,27,39.72,53.07,76,Sud,prelevement,1
71,874.88,6,2,5.5,8,12,-27.93,75.97,60,Est,virement,1
45,27.56,5,0,8.52,2,43,-34.37,85.52,79,Sud,virement,0
77,55.55,4,6,2.79,8,33,-5.46,44.24,91,Nord,prelevement,1
3,196.74,4,17,3.78,10,33,37.06,91.25,24,Nord,prelevement,0
12,135.78,1,15,1.26,10,1,-21.47,10.38,28,Ouest,carte,0
90,211.62,7,11,9.75,3,23,40.34,78.0,81,Ouest,prelevement,1
37,35.15,13,22,2.37,3,42,4.97,41.66,86,Nord,prelevement,0
23,163.89,12,,9.46,0,31,-12.64,56.35,28,Est,carte,0
59,152.62,9,12,2.07,3,3,17.38,62.47,95,Est,prelevement,1
11,132.85,12,20,7.93,0,26,20.43,42.95,82,Nord,virement,0
86,119.12,0,18,1.9,4,6,33.61,59.37,33,Sud,carte,1
71,156.8,13,21,7.49,3,12,65.32,48.48,81,Est,prelevement,1
47,83.77,5,7,5.45,6,21,-6.66,67.65,74,Est,prelevement,0
73,114.22,17,9,1.4,1,29,20.51,16.94,65,Nord,virement,1
27,197.81,15,17,7.36,3,29,-32.48,27.93,43,Sud,virement,1
36,219.46,15,7,9.28,9,"30,00",38.33,59.44,37,Est,prelèvement,1
82,197.29,3,17,6.22,7,16,-25.47,18.86,76,Nord,virement,1
70,159.24,11,9,4.16,0,26,53.74,74.53,16,Sud,virement,1
38,26.51,15,17,7.82,10,8,37.23,84.85,73,Nord,virement,0
24,124.55,13,10,9.22,6,18,-18.21,57.07,42,Ouest,prelevement,0
93,113.7,4,21,4.3,0,41,28.63,27.28,72,Est,carte,1
87,32.9,18,12,8.13,9,45,-31.63,30.29,98,Sud,virement,1
51,76.44,17,20,6.41,10,25,30.69,36.06,87,Est,prelevement,1
6,187.03,18,7,2.05,1,2,-30.76,3.08,87,Nord,prelevement,0
57,163.28,13,2,2.44,2,23,24.79,29.35,86,Ouest,carte,1
83,138.31,16,10,2.72,8,33,-33.53,26.21,95,Sud,prelevement,1
40,28.35,6,18,9.74,8,,409.0,37.62,50,Ouest,carte,0
50,121.9,,"16,00",8.54,8,34,62.03,54.21,7,Nord,prelevement,1
54,101.68,9,22,8.21,2,10,-3.22,7.66,58,Sud,prelevement,0
49,40.15,11,9,4.9,10,44,-30.1,7.83,38,Ouest,carte,0
92,215.63,15,7,4.46,9,9,21.73,93.19,0,Sud,carte,1
67,18.07,7,17,8.7,8,43,-18.52,83.65,60,Nord,prelevement,0
47,180.05,5,13,8.08,10,27,27.74,62.08,89,Nord,carte,1
53,155.73,16,16,9.57,1,35,18.6,82.43,69,Ouest,carte,1
24,62.59,7,7,4.93,10,38,59.88,30.39,44,Ouest,virement,0
35,201.01,9,19,6.06,1,31,4.31,15.52,76,Sud,prelevement,1
66,146.55,17,16,2.41,4,10,-28.74,73.18,26,Ouest,virement,1
7,109.82,0,15,6.83,1,44,0.73,66.29,93,Nord,prelevement,0
78,55.94,13,9,8.94,6,35,4.42,48.0,53,Sud,prelevement,1
80,162.82,15,4,8.54,1,15,42.47,49.93,59,Sud,virement,1
56,189.01,3,6,2.61,10,23,57.98,65.9,64,Est,carte,1
25,108.4,10,12,2.67,6,27,59.64,62.37,48,Nord,carte,0
86,82.99,4,9,1.35,0,8,19.13,64.97,21,Sud,prelevement,1
31,30.18,18,9,8.15,7,19,2.24,7.34,18,Sud,prelevement,0
55,106.77,6,2,1.12,10,15,25.12,86.0,11,Nord,prelevement,0
13,110.3,8,0,5.41,8,16,2.01,89.4,22,Nord,carte,0
81,84.96,0,12,7.51,10,15,,90.37,11,Est,carte,1
14,134.3,16,14,2.09,1,40,-13.44,21.82,6,Ouest,virement,0
75,82.27,1,4,7.62,1,29,20.7,45.25,10,Nord,virement,1
80,164.81,18,18,5.49,6,10,7.73,14.64,38,Nord,prelevement,1
18,54.72,4,10,9.34,3,39,38.07,43.31,13,Ouest,virement,0
39,87.22,8,21,4.97,5,26,50.46,63.98,77,Est,prelevement,0
74,179.78,18,10,1.07,2,25,68.61,59.98,40,Ouest,prelevement,1
16,76.73,0.0,5,2.63,2,31,27.76,8.15,51,Sud,virement,0
41,167.81,16,3,2.74,7,25,26.95,74.45,45,Nord,prelevement,1
70,174.92,1,13,9.15,9,34,8.69,50.27,0,Est,carte,1
52,43.03,1,6,9.47,9,3,3.42,53.48,34,Est,virement,0
92,114.15,16,21,7.37,9,24,-29.08,76.16,41,Ouest,virement,1
46,43.54,6,14,3.37,6,25,17.9,18.26,37,Est,prelevement,0
