distance_km,poids_kg,volume_m3,cout_transport,delai_preparation_h,nb_points_passage,score_qualite_route,meteo_risque,promesse_delai_h,jour_semaine,transporteur,priorite,retard
1554.44,112.26,2.38,41.778275,62.82,15,94.63,48.12,113.06,4,T2,express,0
1688.88,7.4,2.09,34.725087,51.5,15,98.03,62.74,29.67,5,T2,express,1
2548.81,114.11,2.63,34.474772,6.73,12,85.14,74.04,20.7,5,T1,express,0
523.86,54.3,1.25,203.716617,49.71,2,73.26,84.07,237.63,3,T2,express,0
1186.11,81.89,0.65,431.950812,1.59,13,51.97,62.13,81.61,5,T1,standard,0
2457.28,117.67,2.63,43.6472,46.68,10,71.04,80.69,96.66,4,T1,standard,0
961.18,73.08,0.93,373.362847,46.95,4,22.01,77.9,233.14,7,T1,express,0
3108.37,55.91,0.9,209.484103,33.01,8,21.14,92.97,53.31,3,T3,standard,0
2031.05,107.47,2.65,429.85932,62.36,15,92.68,97.28,85.12,7,T3,standard,0
193.83,91.2,3.46,171.086905,21.28,11,26.19,88.19,172.78,6,T3,standard,0
2495.16,114.89,0.18,297.060499,52.23,10,26.84,22.77,191.87,7,T2,express,0
631.21,102.85,1.91,334.216463,10.89,15,55.88,9.4,59.93,5,T2,express,0
1447.36,11.84,1.02,229.208769,57.99,17,,73.7,47.22,6,T2,standard,1
2660.63,48.71,1.69,334.008512,48.56,11,23.65,92.46,55.16,4,T1,express,0
2820.6,71.87,1.47,250.878561,27.36,4,59.94,63.87,217.26,3,T3,express,0
683.02,0.76,0.72,320.460986,27.17,12,88.35,18.79,21.53,7,T1,express,0
464.24,84.21,0.77,271.021798,11.0,16,15.65,34.42,105.92,7,T1,standard,0
3105.83,94.43,1.18,229.357549,47.0,15,85.62,60.19,126.48,1,T1,express,0
1610.99,114.02,3.42,396.314441,59.35,18,28.79,70.8,46.13,2,T2,standard,1
908.01,107.51,2.02,338.490638,59.17,13,25.42,93.69,213.26,7,T3,express,0
487.56,111.27,2.22,368.571983,13.0,3,9.86,88.14,187.64,5,T1,standard,0
136.15,81.9,1.37,500.564081,70.9,13,88.4,24.46,105.23,2,T2,standard,1
2453.35,64.94,0.95,293.969888,2.06,8,49.25,63.84,179.76,1,T3,standard,0
2083.75,81.78,1.18,313.08058,24.15,4,67.21,82.0,166.86,6,T1,standard,0
3194.06,52.55,1.73,190.539395,28.91,10,54.15,43.02,149.91,7,T1,express,1
1090.61,111.26,3.2,168.218067,19.84,9,96.07,32.97,214.37,1,T2,standard,0
1368.98,66.93,1.0,239.13955,10.21,16,16.7,61.85,31.15,3,T2,standard,0
224.55,38.8,2.59,173.360902,0.72,15,85.26,99.8,56.79,3,T1,express,0
1631.51,114.84,3.2,196.770005,39.68,2,34.09,4.12,209.3,2,T1,express,0
3081.78,51.35,2.35,0,42.05,8,41.5,10.81,50.88,1,T2,standard,1
1893.1,118.98,2.04,384.897554,28.81,6,49.29,23.06,141.37,6,T2,express,0
2483.22,72.48,0.4,221.67101,11.23,11,39.81,1.89,7.47,1,T3,standard,0
3012.01,94.51,3.32,110.497656,61.02,16,35.63,61.94,232.54,1,T3,express,0
175.68,7.62,1.7,334.265555,9.56,1,77.5,5.61,68.04,4,T3,standard,1
1456.26,6.02,2.0,69.969052,40.89,16,71.69,30.6,168.8,2,T2,express,0
265.1,63.15,2.71,91.265706,57.47,10,89.39,26.27,145.81,6,T3,express,0
3114.48,45.54,0.68,220.842576,8.6,10,89.44,74.09,35.0,4,T2,standard,0
3086.52,50.14,2.25,125.621176,6.34,8,86.49,14.14,145.03,5,T3,express,0
1483.78,35.91,0.44,444.52182,55.02,9,28.22,32.58,172.97,6,T1,standard,1
1347.15,53.16,1.05,211.289848,16.01,14,33.6,55.18,165.09,5,T2,standard,0
2975.94,85.51,3.49,472.027641,1.31,9,94.27,32.67,75.78,4,T2,express,0
3061.72,105.71,0.24,75.281311,13.15,7,41.57,97.02,206.89,7,T1,standard,1
2217.57,40.19,2.5,273.875274,37.71,12,38.97,83.58,122.41,1,T3,express,0
2464.63,79.62,1.39,220.459725,55.37,10,89.44,39.87,185.33,4,T1,express,0
747.64,63.96,3.5,211.706623,14.37,15,56.28,34.94,217.32,3,T2,express,0
1208.63,118.92,2.78,329.723611,14.18,13,89.49,78.93,110.61,6,T2,standard,0
2539.93,14.52,1.2,155.87781,43.67,5,1.94,17.65,97.71,7,T1,express,0
2883.42,86.08,2.15,305.093089,8.16,14,57.56,85.5,236.1,6,T2,express,0
1591.38,108.67,2.57,390.632324,21.85,2,73.11,62.27,10.49,6,T1,express,1
227.54,39.18,3.24,64.913405,7.08,4,9.36,35.42,135.83,5,T3,standard,0
2685.61,58.38,0.39,301.350723,24.84,3,70.94,16.06,45.36,4,T1,standard,0
1929.82,74.64,1.72,92.475823,13.34,6,91.2,90.77,157.85,4,T1,standard,0
1308.31,28.85,3.35,253.05846,9.4,12,32.24,25.23,46.0,4,T1,express,0
3130.87,100.89,2.63,65.606638,30.12,9,27.78,83.42,185.02,5,T2,express,0
1358.51,33.65,0.05,292.30203,60.24,3,76.74,49.25,157.27,1,T1,express,0
1467.32,98.97,3.23,285.85406,12.8,2,56.79,96.72,134.8,6,T3,express,0
2789.94,22.67,0.52,397.475884,71.81,15,15.3,40.6,196.08,4,T1,express,0
1112.06,110.47,1.36,58.728083,22.62,5,99.47,31.62,212.21,4,T1,express,1
1165.16,99.16,2.74,469.162405,45.69,6,65.86,69.06,185.52,4,T2,express,0
2005.09,6.08,1.08,151.886998,11.11,17,36.23,32.88,148.71,7,T2,standard,0
2698.44,28.99,3.35,0,65.17,9,15.31,77.73,94.22,3,T2,standard,0
154.32,98.15,1.75,63.82512,53.58,15,41.92,52.17,130.44,1,T3,standard,0
2665.35,27.82,1.78,320.360514,64.36,11,57.24,5.88,102.35,2,T1,express,0
111.11,85.64,1.53,398.66015,3.45,12,6.08,64.4,170.97,6,T3,standard,0
663.45,27.33,0.27,271.699269,43.02,10,15.47,83.81,157.27,5,T3,standard,0
105.82,25.66,3.15,19.197751,67.17,14,4.1,29.79,97.21,7,T3,express,0
1460.56,60.4,0.7,306.951662,69.52,16,60.52,62.23,195.51,4,T3,standard,1
2186.92,3.28,3.36,27.596478,24.37,6,6.25,43.54,209.26,1,T2,standard,0
328.07,71.29,1.94,262.085148,62.95,4,82.07,32.84,47.57,3,T1,standard,1
2261.41,75.77,3.12,195.121202,32.32,5,73.46,77.26,97.13,2,T1,standard,0
2066.64,52.46,0.2,355.78448,59.79,3,34.34,60.96,228.73,1,T3,standard,0
2414.83,20.91,1.56,98.956762,19.59,5,5.69,90.89,74.33,3,T3,express,0
2921.78,7.51,2.81,427.29285,29.58,3,90.31,49.77,129.49,1,T2,express,0
1652.96,85.73,1.17,371.052709,70.7,13,76.82,99.13,175.61,1,T3,express,0
2794.62,50.94,2.36,348.619139,14.83,6,41.55,54.35,144.9,7,T1,standard,1
1456.25,37.56,4.35,57.496277,52.4,12,41.62,18.75,127.37,3,T3,express,1
2600.38,51.0,1.49,101.752934,25.02,16,5.71,34.27,171.0,4,T2,standard,1
1740.95,15.63,2.22,356.390896,28.66,10,"7,07",83.04,61.97,4,T3,standard,0
2540.96,51.27,2.08,136.344618,29.91,2,17.5,88.14,116.99,2,T2,standard,0
2408.39,29.73,1.11,99.385019,69.47,12,41.96,89.68,48.02,5,T1,standard,0
2492.3,64.75,0.1,97.030477,41.78,3,67.35,15.53,168.5,3,T1,standard,1
755.79,112.69,3.22,417.469279,0.84,7,43.27,51.52,42.15,7,T3,express,0
229.99,47.02,3.26,396.175735,30.2,11,40.11,60.51,144.4,2,T2,express,0
2730.24,53.82,3.26,188.301637,67.47,2,97.45,74.71,28.77,2,T1,express,0
1282.89,25.92,1.3,56.153333,8.51,5,53.65,40.45,NA,1,T3,express,0
1648.68,58.83,2.2,231.98567,9.6,4,82.98,94.66,166.12,1,T2,standard,1
687.51,101.9,1.82,389.093526,62.73,16,87.13,91.38,154.64,1,T1,express,0
2557.54,28.3,1.77,227.385928,68.1,13,16.15,59.36,194.4,4,T3,express,0
2044.39,68.2,0.97,446.755964,29.23,13,13.82,21.98,150.6,5,T1,standard,1
1401.8,20.43,1.03,200.353717,3.29,1,79.33,46.81,17.54,6,T2,standard,0
558.31,62.27,0.64,275.767367,46.47,11,26.03,81.94,164.63,5,T3,express,0
1777.85,3.1,2.91,301.206632,25.08,18,27.57,98.58,126.81,6,T3,express,0
846.04,5.15,0.93,225.253271,63.01,3,70.13,66.82,73.88,2,T3,express,0
1817.85,6.18,2.71,422.740709,39.2,1,79.94,15.67,58.14,2,T2,express,0
296.67,118.77,2.21,92.593764,10.28,2,60.15,16.5,101.14,6,T2,standard,0
1288.99,44.08,3.24,156.616305,26.76,9,88.11,16.26,200.04,6,T3,express,0
2337.92,105.46,3.05,351.431097,3.02,11,20.02,63.55,203.87,2,T2,standard,0
2631.15,32.38,1.09,133.075287,6.32,11,56.78,87.68,138.47,7,T3,express,0
141.99,40.84,0.33,128.049628,"63,26",5,,59.54,214.34,5,T2,standard,0
3187.83,98.84,2.12,219.807559,44.61,18,53.23,81.86,42.95,2,T1,standard,0
628.01,94.48,0.3,256.092066,21.78,1,95.69,79.37,27.85,1,T3,standard,1
2802.77,67.38,2.7,412.642243,60.36,7,72.04,76.27,32.72,2,T1,standard,1
1390.02,56.11,1.97,172.938335,25.66,16,29.4,48.84,194.83,5,T2,standard,0
522.73,113.89,2.28,206.060676,66.5,13,77.45,67.94,117.61,6,T2,standard,0
2678.15,,0.62,522.371994,67.95,12,56.12,91.84,24.81,1,T1,express,0
2105.67,75.98,2.14,358.081732,0.55,7,24.8,92.35,194.42,2,T1,standard,1
549.7,119.03,1.04,447.189456,61.56,9,41.99,15.3,88.9,2,T1,express,0
95.42,57.93,2.28,400.076199,5.84,14,95.11,74.71,142.76,5,T1,express,0
445.7,103.96,2.39,106.766349,29.95,6,45.76,20.57,78.66,1,T3,standard,0
3146.39,108.16,2.67,41.206031,22.8,13,70.46,99.15,98.71,6,T2,standard,0
2090.2,35.51,1.32,352.501459,12.92,12,77.26,78.1,195.92,1,T2,standard,0
2058.57,73.24,0.81,62.588623,32.38,4,49.17,39.22,208.0,2,T3,standard,0
2154.23,75.24,1.83,126.652744,23.58,5,33.88,69.89,90.95,1,T2,express,0
1640.28,39.88,1.8,309.757324,58.28,11,93.8,0.78,31.79,3,T1,standard,1
1527.36,105.99,29.43,361.45818,56.62,5,75.02,50.84,215.66,7,T2,standard,1
2425.82,71.08,0.01,39.809008,46.01,16,46.27,9.3,48.76,4,T1,standard,1
1269.0,81.22,3.0,93.15461,53.78,13,12.04,92.87,73.01,5,T1,express,0
2284.7,58.05,2.67,690.262323,14.78,2,34.28,"45,96",40.41,5,T3,standard,1
2377.37,95.91,2.92,35.987505,65.93,9,13.83,60.33,209.29,7,T2,standard,0
44.09,69.42,3.24,92.763024,63.94,9,43.7,41.64,83.89,7,T3,express,0
1780.06,80.82,2.35,435.997189,40.58,14,12.81,52.78,44.84,2,T1,express,0
460.97,12.25,2.0,255.94594,14.77,3,5.12,97.57,141.21,7,T2,standard,1
2001.4,45.92,3.18,324.85007,3.57,4,23.6,87.56,188.8,7,T1,standard,0
2191.52,25.52,2.86,167.23096,7.55,15,97.18,4.66,9.15,1,T2,express,1
1924.16,38.03,1.43,284.716609,15.66,6,5.16,89.95,200.6,2,T1,standard,0
3123.05,83.25,0.78,337.977069,28.06,12,22.14,86.25,218.39,2,T3,standard,1
2304.12,63.55,2.19,296.955297,69.74,7,28.66,88.04,7.32,6,T1,standard,1
1922.72,43.1,3.48,21.27609,51.66,7,26.56,93.08,45.64,1,T1,express,0
3087.19,61.21,0.71,33.499844,23.29,3,39.09,31.64,236.92,7,T2,express,0
2002.76,83.25,2.81,434.649223,47.16,6,87.53,35.92,59.92,2,T3,standard,1
1231.54,88.53,3.22,384.570448,20.4,6,0.33,10.55,23.93,7,T2,express,1
471.9,52.05,0.1,69.743728,7.98,,74.91,43.95,119.5,6,T1,standard,0
2243.85,38.41,3.27,216.241312,55.18,1,53.23,38.13,75.19,4,T3,express,1
41.0,37.09,1.92,2.723766,44.8,1,55.73,13.93,12.02,6,T3,standard,1
2980.04,110.7,2.68,348.184263,"47,51",11,99.16,74.33,198.21,4,T1,express,0
2421.42,7.54,"0,66",48.047164,63.64,10,24.03,45.76,237.02,3,T1,standard,1
990.03,91.21,0.32,209.502126,9.06,15,7.94,57.2,78.9,7,T2,express,0
1226.9,89.69,3.49,0,61.8,4,73.78,13.27,222.34,1,T1,standard,1
83.86,36.48,3.15,149.153341,63.51,14,64.53,2.38,151.54,3,T3,express,0
856.81,55.05,1.9,310.686764,70.18,2,40.0,26.96,232.58,4,T3,,1
2987.81,54.0,2.03,119.129616,32.88,7,98.43,34.98,51.61,2,T2,express,0
3054.86,62.6,1.95,1241.962742,70.77,14,8.57,42.11,51.33,7,T2,express,1
13763.7,92.89,2.85,212.155936,26.73,11,83.73,42.78,143.92,3,T2,express,1
60.67,32.94,0.3,171.015147,58.97,17,10.32,81.88,181.04,1,T1,standard,1
264.54,47.72,2.09,234.255555,10.33,2,10.05,65.8,,3,T1,standard,1
520.71,79.35,2.01,468.225559,62.99,1,75.67,33.9,87.32,4,T3,express,0
603.76,70.93,2.41,386.107444,53.19,8,33.4,93.12,95.75,5,T1,standard,1
1040.27,5.98,1.25,172.748963,32.3,5,16.84,44.69,133.19,6,T1,standard,0
2948.56,1.81,0.87,213.144483,21.82,4,9.01,25.1,33.81,1,T3,express,0
1805.49,118.64,3.0,272.475592,37.96,11,85.48,68.04,235.03,5,T1,standard,0
1021.08,40.83,0.74,46.391903,36.82,10,57.91,29.96,95.61,2,T3,express,0
1933.54,104.48,2.5,175.639883,2.42,10,81.95,98.42,155.76,1,T3,express,0
2328.25,60.53,1.01,462.723034,9.11,13,87.12,48.21,37.86,7,T1,standard,0
2954.77,36.86,1.45,270.274765,47.64,2,41.3,42.08,47.02,4,T2,express,0
3093.16,59.95,1.98,216.229078,13.08,9,59.59,73.33,164.4,1,T3,standard,1
2471.03,59.56,2.89,258.441474,28.68,1,39.28,80.37,61.08,1,T2,express,1
2652.86,27.45,0.86,301.93732,7.77,10,73.63,55.37,120.32,7,T3,standard,1
1034.12,55.43,1.21,269.819233,14.31,18,53.05,39.92,27.87,7,T1,express,1
3026.51,52.21,0.89,130.947143,17.37,17,81.62,98.69,185.17,7,T3,standard,1
3134.83,97.53,1.11,237.956108,43.45,12,11.25,25.23,75.7,7,T1,express,0
113.61,90.62,2.0,189.269387,63.19,11,70.27,3.21,169.36,6,T2,standard,0
1505.07,23.03,2.78,74.696301,12.1,12,29.16,52.78,132.1,2,T2,standard,0
163.93,119.48,1.9,393.505454,64.19,2,64.99,7.61,176.56,5,T1,express,0
2298.34,36.58,2.46,13.308086,24.3,2,2.1,17.89,87.09,3,T3,standard,0
684.95,42.16,2.05,216.952265,59.76,12,56.73,52.05,41.96,7,T1,express,0
2927.77,47.11,1.36,341.837215,70.29,8,38.23,70.84,8.01,1,T1,express,1
1419.79,112.02,3.28,58.977132,37.1,2,64.75,42.78,31.91,4,T2,standard,1
2305.53,37.25,1.87,411.073214,12.81,5,86.18,45.68,16.62,7,T1,standard,1
2268.24,75.78,1.77,386.621035,63.12,18,3.27,54.72,195.18,4,T2,standard,1
1534.48,38.32,2.42,47.920077,36.56,14,34.38,93.52,33.43,4,T3,express,0
2594.62,79.93,2.44,122.74075,61.28,15,10.98,68.28,192.11,6,T1,express,1
1979.7,100.52,1.84,230.64931,33.07,12,40.95,44.45,185.33,5,T1,express,0
1741.26,16.99,3.36,353.480255,1.63,18,99.9,85.04,23.66,7,T1,standard,0
1184.56,56.45,2.21,340.717506,46.18,10,45.69,81.93,209.69,7,T1,express,0
1351.99,86.26,2.41,233.82123,60.64,9,81.81,1.04,35.16,,T3,express,0
1442.24,101.73,2.37,326.58528,12.93,12,72.92,59.85,131.58,4,T3,standard,0
2755.43,107.04,1.19,188.612334,23.86,7,67.69,72.11,38.01,6,T2,express,0
2099.71,18.43,3.37,406.313427,7.67,11,24.5,70.49,47.1,4,T3,express,0
392.87,37.36,2.07,451.441899,8.62,4,87.04,86.09,113.1,1,T2,standard,1
2512.47,116.42,2.87,66.763734,67.02,15,56.35,59.56,124.7,6,T1,express,0
1385.81,29.27,2.29,374.278019,9.9,11,27.9,19.45,8.41,7,T1,express,0
2707.15,16.57,0.49,18.321998,69.13,5,9.34,38.51,139.78,1,T1,express,0
2893.35,38.45,3.27,229.746337,26.05,13,67.52,48.15,151.14,3,T2,standard,1
1070.06,72.54,2.97,191.667655,53.78,4,89.53,84.51,173.44,6,T1,standard,1
185.89,77.79,3.31,142.716015,28.62,9,0.44,46.2,173.92,2,T1,standard,0
1124.79,111.44,1.69,160.557828,70.97,12,70.53,21.24,183.37,3,T2,standard,0
178.86,117.96,0.25,0,35.62,9,28.44,69.72,142.2,7,T3,standard,0
2246.61,92.78,2.64,245.266397,31.43,18,26.42,67.13,30.42,7,T3,standard,1
1727.07,112.94,0.49,365.281577,27.56,11,52.57,78.32,139.08,1,T1,standard,1
1284.4,114.99,0.23,17.863021,11.38,18,84.95,3.84,15.75,2,T3,standard,0
332.02,50.65,1.37,141.4485,19.82,13,37.77,49.55,118.36,2,T1,standard,0
2378.85,68.13,0.0,52.23391,22.85,5,75.65,79.83,12.96,"6,00",T3,standard,0
2219.45,11.09,2.63,437.460481,43.8,14,71.7,54.74,212.85,3,T2,standard,1
1811.27,20.84,1.71,152.112477,33.04,11,74.16,22.65,88.7,3,T3,standard,0
2082.68,69.08,2.36,85.551554,46.31,16,95.36,47.11,183.73,5,T1,express,1
1291.16,98.18,0.1,466.334588,38.44,18,84.08,49.8,33.08,3,T2,express,0
2500.2,68.44,0.02,224.78102,7.41,11,11.37,23.58,33.67,1,T2,standard,0
2443.08,93.12,1.93,340.61836,37.93,1,75.15,40.07,59.9,7,T2,standard,1
2877.65,89.66,1.0,317.294964,67.67,4,9.98,26.31,51.62,3,T2,standard,1
1869.03,33.28,2.25,156.558439,59.34,16,75.68,63.85,86.24,6,T1,standard,0
75.65,32.7,1.74,429.733152,48.86,5,97.56,135.31,145.62,5,T1,express,0
2237.82,0.82,2.12,139.215349,18.0,2,17.75,86.81,112.27,6,T2,express,1
709.59,21.79,3.4,333.01311,70.38,10,9.03,16.0,210.38,1,T1,standard,1
1315.2,98.28,0.87,196.522107,49.13,12,23.55,57.77,165.73,4,T3,standard,0
1209.06,76.41,1.59,64.046755,39.34,7,53.71,70.58,31.82,5,T1,standard,0
2676.84,24.0,1.99,97.821156,34.71,9,3.3,75.26,205.24,4,T1,express,0
2225.05,3.48,0.73,386.777766,32.08,15,86.67,36.6,151.28,3,T3,standard,0
2181.89,9.12,1.17,126.905901,10.31,17,80.44,94.67,26.75,3,T1,express,0
1856.87,4.45,0.12,361.750206,54.57,7,49.22,68.63,165.54,5,T1,standard,1
942.23,27.94,0.62,395.02696,48.78,7,86.45,99.01,232.92,4,T3,express,0
1139.0,26.08,0.2,315.182562,50.45,3,43.2,95.03,90.26,2,T1,express,0
1507.59,99.24,0.68,252.566048,70.3,4,48.87,12.27,62.89,5,T2,express,0
675.48,38.94,2.54,33.529067,29.13,7,95.42,81.33,235.78,6,T2,standard,0
1262.1,15.3,2.1,24.750077,19.86,6,19.59,35.55,156.61,7,T3,standard,0
2502.88,1.66,0.81,269.952963,58.34,10,19.46,75.99,220.12,7,T1,standard,1
2328.27,115.3,1.16,324.864413,42.0,7,41.95,27.27,19.3,1,T2,express,1
2118.79,14.44,1.81,330.261848,14.27,12,88.01,78.31,76.28,4,T1,standard,0
802.55,6.19,2.58,54.856338,41.24,6,61.19,90.03,22.22,6,T2,standard,1
208.68,62.4,2.86,299.281246,27.55,17,49.66,24.09,115.68,7,T1,express,0
1721.94,30.37,2.42,374.318852,57.46,2,87.42,6.41,31.83,2,T2,standard,0
637.99,61.5,2.17,4.801435,57.82,10,90.97,27.63,140.71,1,T2,standard,1
2898.47,57.5,0.45,331.620293,2.18,4,3.12,18.76,145.29,4,T3,express,0
1468.46,35.62,3.34,264.195074,71.38,4,96.37,49.13,119.04,2,T3,express,0
1754.18,56.91,1.61,422.592276,44.04,15,8.73,37.3,,3,T1,standard,1
728.15,116.06,0.91,168.433366,19.36,1,45.56,3.98,225.92,3,T1,standard,0
193.73,16.36,2.75,107.906376,28.13,1,14.32,85.69,100.15,7,T3,express,0
2629.13,76.21,2.61,447.67841,29.01,5,4.25,4.38,197.49,6,T2,express,0
1414.26,66.75,1.06,195.684521,37.45,12,97.29,1.1,44.22,7,T2,standard,0
1245.23,18.42,2.71,187.009034,5.77,2,11.14,82.13,63.58,2,T1,express,0
3086.73,97.06,1.22,340.187884,44.34,4,16.99,85.64,104.74,2,T2,standard,0
1860.44,60.05,0.19,130.916983,35.21,11,28.05,13.18,93.75,7,T3,standard,1
717.07,62.07,1.21,148.95025,31.41,14,77.63,6.78,61.21,7,T2,standard,1
1604.71,25.77,2.26,183.224355,7.69,3,70.97,85.2,79.09,3,T3,express,0
1933.02,35.69,2.54,405.796042,49.39,3,54.06,40.79,33.55,6,T3,express,1
44.91,16.22,0.08,281.260172,29.8,16,18.06,54.8,46.17,1,T1,express,0
35.12,85.3,0.21,489.910248,48.02,18,27.38,44.7,147.71,5,T2,express,0
846.99,65.94,1.96,44.770561,15.06,8,31.97,19.23,120.35,5,T2,standard,0
889.51,72.94,1.4,219.043968,3.02,5,10.0,79.08,32.49,2,T1,standard,0
1028.79,114.75,1.71,237.953854,25.0,11,14.73,78.93,159.61,4,T3,express,1
2975.65,63.65,2.79,0,58.07,7,60.32,81.8,143.43,2,T2,standard,1
397.08,53.68,0.25,294.392886,37.59,NA,39.05,77.17,75.92,4,T3,standard,1
1155.71,99.71,1.62,203.035262,49.29,10,93.62,18.85,148.44,7,T1,express,0
3105.92,47.39,2.71,349.648256,45.1,8,53.47,20.95,226.17,1,T2,standard,0
1846.67,98.81,2.51,216.340568,35.16,5,66.54,40.35,68.53,5,T3,express,1
563.81,37.66,1.33,278.32502,13.87,17,70.89,57.41,181.42,2,T1,express,0
130.19,36.9,2.51,192.971832,34.37,13,91.66,25.85,208.72,6,T1,express,0
443.76,43.14,2.1,135.577857,42.49,16,89.86,23.46,220.23,3,T2,standard,0
497.53,73.21,2.71,212.346869,67.3,13,53.98,87.46,127.37,3,T1,express,0
3084.36,38.96,2.01,305.137813,40.87,8,96.24,65.68,85.68,5,T1,standard,0
397.4,55.02,3.34,265.973522,46.89,10,70.56,60.99,37.02,5,T3,standard,0
2344.64,117.14,1.23,451.353859,58.19,15,22.21,32.19,29.66,2,T1,express,0
2454.57,95.2,2.98,294.034134,60.3,8,66.5,48.88,238.09,3,T1,standard,1
2314.55,47.84,0.4,267.319027,67.77,9,59.25,78.55,13.57,5,T1,standard,0
2555.83,23.91,0.14,19.478117,60.19,4,51.53,79.8,99.06,2,T1,standard,1
3120.44,113.12,1.48,0,13.85,8,4.76,64.72,202.74,3,T1,express,1
523.01,9.52,0.99,138.591376,64.05,8,40.21,5.43,177.55,1,T2,express,0
"78,07",26.74,0.32,208.777621,37.24,3,56.91,7.58,147.47,4,T1,standard,1
309.41,76.44,0.1,185.973827,51.44,1,55.37,57.98,204.75,2,T1,standard,0
222.46,105.77,2.03,416.752995,52.29,18,,82.71,210.32,3,T3,express,0
1849.51,56.29,0.16,229.611492,45.83,7,29.5,83.61,192.98,7,T1,express,0
2027.33,47.22,3.4,101.72783,15.21,9,69.51,,8.65,4,T1,standard,0
995.2,,2.06,189.959037,63.37,7,59.38,81.65,179.22,2,T1,standard,0
1975.78,63.07,0.68,0,60.03,17,29.62,44.57,223.77,1,T1,express,0
465.95,113.73,2.98,779.694501,36.27,11,72.28,67.07,176.27,1,T3,standard,0
70.44,27.51,0.17,113.073332,66.04,14,27.88,,231.62,1,T1,express,0
2640.86,36.35,2.11,300.019785,41.16,1,90.73,86.12,73.79,1,T2,express,1
455.76,105.4,2.98,216.388861,38.93,18,19.67,63.86,18.44,5,T2,express,0
2697.13,48.47,2.54,179.935774,1.04,9,73.39,3.01,6.7,7,T2,standard,0
2374.28,53.02,1.05,232.201891,69.15,4,,92.35,97.9,4,T2,express,1
402.09,80.59,1.1,202.397483,26.86,17,66.23,10.08,16.53,7,T3,standard,0
945.42,107.07,1.06,323.832907,36.38,10,63.76,54.08,69.87,4,T3,express,0
1171.04,95.41,3.09,103.147582,3.58,15,84.5,82.93,14.41,4,T3,express,0
3179.33,85.15,0.89,256.586639,30.9,12,64.4,80.01,189.79,5,T2,standard,0
153.9,99.27,0.4,74.88212,44.47,15,12.49,3.71,226.9,6,T3,standard,1
2596.06,6.45,0.47,341.13174,46.44,7,80.74,12.16,164.9,4,T1,standard,0
2665.28,81.84,,195.981997,12.48,16,69.77,37.67,174.2,7,T2,standard,0
2639.38,5.09,0.96,595.265528,14.26,17,30.83,66.39,74.37,NA,T1,express,0
1117.69,4.79,0.87,190.014883,64.85,14,73.87,43.97,176.7,2,T1,express,0
1525.31,67.13,1.08,38.232865,14.38,13,36.81,99.62,207.76,2,T1,standard,0
3065.85,37.19,3.24,130.195739,16.58,4,17.08,95.56,124.83,4,T1,standard,1
71.26,99.49,2.91,125.290549,64.12,14,13.12,8.31,32.18,1,T3,express,1
1312.47,15.34,2.76,341.856347,47.55,15,18.63,88.5,190.38,6,T1,express,0
3151.28,65.54,2.65,220.704433,34.18,15,38.39,98.07,115.75,5,T3,standard,1
