anciennete_mois,facture_moyenne,nb_reclamations_12m,nb_appels_support_3m,satisfaction,nb_options,freq_portail_mois,variation_facture_3m,delai_resolution_incident_h,score_fidelite,region,mode_paiement,churn
91,30.77,18,4,7.51,,20,72.09,9.9,95,Nord,virement,1
45,115.94,,6,3.22,1,15,5.88,7.65,75,Est,prelevement,0
70,201.43,15,22,5.48,2,8,63.09,73.86,77,Est,virement,1
86,93.73,9,15,6.95,4,26,35.92,1.64,78,Nord,carte,1
20,88.9,17,15,6.15,6,22,13.77,62.34,57,Sud,prelevement,0
47,18.37,10,19,1.02,4,15,3.82,92.3,57,Nord,prelevement,0
18,60.51,6,8,7.98,7,,13.91,8.21,38,Ouest,virement,0
79,52.64,12,7,6.71,8,39,-6.55,30.06,67,Nord,virement,1
34,158.01,0,5,5.38,6,35,-20.64,29.31,29,Nord,carte,0
59,42.1,8,15,5.92,10,13,-22.76,60.38,4,Nord,carte,0
61,116.26,10,22,9.78,0,5,45.67,57.44,82,Est,prelevement,1
41,122.13,3,19,3.66,6,21,17.37,34.03,37,Nord,prelevement,0
58,27.71,2,5,4.84,0,10,40.72,84.43,21,Ouest,prelevement,0
52,159.65,4,14,6.74,3,17,18.55,9.17,59,Est,virement,1
72,122.95,6,6,7.64,2,38,-18.59,75.72,50,Sud,carte,1
83,166.65,10,18,8.84,7,41,-27.23,44.82,31,Sud,carte,1
32,146.54,11,7,1.82,1,24,-3.3,51.79,90,Nord,carte,0
23,73.84,7,0,1.79,1,45,64.13,3.56,33,Sud,carte,0
25,12.64,17,1,1.32,2,22,42.53,90.23,92,Est,virement,0
39,136.93,14,3,5.77,1,38,9.6,4.14,14,Est,carte,1
63,115.57,8,16,4.98,0,39,-10.72,7.52,86,Sud,carte,1
24,95.87,16,65.77,1.68,1,34,60.29,8.15,27,Est,carte,0
92,200.32,7,20,1.01,10,8,71.98,60.26,7,Nord,prelèvement,1
39,151.0,12,11,1.57,8,35,45.78,95.85,4,Sud,prelevement,1
44,209.13,0,19,6.37,0,24,-29.47,58.08,58,Ouest,carte,0
71,30.97,7,6,5.8,7,32,33.5,17.59,32,NA,prelèvement,0
62,77.43,10,10,8.59,7,31,-32.9,51.14,38,Est,prelevement,1
30,102.93,12,18,4.41,3,5,-17.83,26.92,46,Nord,virement,0
2,105.26,1,7,6.68,4,11,-10.75,75.99,81,Sud,virement,0
83,153.59,0,20,7.22,6,24,49.95,48.12,57,Est,prelevement,1
39,155.3,11,16,8.24,10,35,22.02,36.59,10,Est,carte,1
41,105.75,3,7,1.03,8,7,29.25,69.35,40,Sud,virement,0
42,75.35,13,7,1.22,3,9,55.42,46.55,27,Est,prelevement,0
53,66.98,12,13,3.91,7,14,65.32,31.78,4,Est,virement,0
82,66.0,11,11,1.95,8,43,59.0,93.03,35,Ouest,virement,1
73,66.1,3,12,9.49,8,29,-32.78,49.93,80,Sud,virement,1
,41.29,0,22,2.98,0,7,34.06,91.56,68,Sud,carte,0
23,53.39,2,21,8.39,9,23,16.29,81.3,95,Est,prelèvement,0
74,115.4,0,21,3.61,9,41,-12.3,11.38,48,Ouest,prelevement,1
60,178.12,14,9,4.36,8,16,53.71,3.22,52,Est,virement,1
29,168.95,17,10,2.88,9,38,-20.67,13.57,30,Nord,carte,1
77,65.12,18,14,1.77,NA,39,-16.57,92.4,12,Nord,prelevement,1
64,165.82,14,11,6.77,8,22,-0.13,92.71,35,Ouest,carte,1
71,176.15,7,10,3.26,2,40,8.12,34.23,58,Ouest,carte,1
72,108.66,13,12,7.15,9,30,71.92,65.88,23,Ouest,prelevement,1
3,53.93,11,17,3.41,0,21,26.29,15.08,36,Sud,carte,0
88,211.49,5,6,4.49,5,13,-20.27,87.99,33,Est,virement,1
41,173.41,3,8,5.56,0,6,0.13,5.46,70,Nord,virement,0
90,185.77,3,2,9.39,3,5,12.2,56.25,88,Est,virement,1
42,35.54,16,19,5.26,9,35,67.99,17.81,53,Est,prelevement,0
71,116.56,11,20,9.89,3,7,55.02,94.4,100,Nord,prelevement,1
78,195.49,0,14,4.4,0,32,-24.96,65.18,61,Sud,prelevement,1
59,44.55,10,17,7.37,5,12,44.27,71.8,57,Ouest,carte,0
15,191.86,10,6,3.45,9,45,-34.75,46.41,6,Est,carte,0
65,23.78,5,14,2.01,8,27,-26.9,25.28,54,Est,carte,0
12,214.37,8,20,5.38,2,7,48.96,65.01,92,Ouest,prelevement,0
31,167.43,0,16,6.35,7,38,66.91,79.94,32,Ouest,prelevement,0
8,116.99,10,,9.81,10,14,-7.67,77.25,3,Sud,virement,0
44,150.51,17,5,2.81,10,16,40.34,84.72,0,Nord,prelevement,1
60,95.63,8,22,4.04,3,6,-6.59,39.48,6,Ouest,carte,1
72,48.94,1,6,3.05,"0,00",22,58.31,18.36,78,Sud,prelevement,0
59,171.07,8,19,9.56,8,23,-30.54,55.79,6,Ouest,prelevement,1
19,214.45,18,2,9.49,0,5,61.94,88.8,22,Est,virement,1
47,64.91,11,8,3.96,4,5,21.57,82.4,51,Nord,carte,0
94,16.8,11,8,9.7,10,16,44.71,6.35,74,Nord,virement,1
63,12.9,18,4,9.79,4,18,61.71,50.06,81,Ouest,carte,1
54,78.92,10,20,3.86,3,32,33.96,84.56,46,Sud,virement,0
30,74.31,11,7,5.42,3,22,18.74,51.24,54,Sud,carte,0
37,125.07,8,2,6.78,7,15,-28.61,44.55,69,Nord,prelevement,0
41,196.74,0,5,3.81,5,23,7.25,33.99,44,Sud,carte,0
37,192.6,18,2,3.28,9,43,16.95,37.17,40,Nord,carte,1
37,23.6,12,15,9.09,1,5,63.12,51.97,46,Ouest,carte,0
80,166.31,4,4,2.58,1,29,0.95,52.33,52,Est,carte,1
76,103.27,15,6,9.0,5,35,-8.69,56.58,54,Ouest,prelevement,1
88,131.36,14,8,8.52,8,30,36.24,46.17,26,Nord,carte,1
475.01,178.33,8,4,6.54,5,15,-4.13,3.89,79,Est,prelevement,1
66,34.56,6,1,1.45,4,14,58.91,50.52,55,Ouest,prelevement,0
75,192.54,5,2,3.4,10,23,43.97,57.61,84,Est,carte,1
91,209.38,11,19,3.21,6,43,-15.83,25.88,62,Ouest,virement,1
18,69.93,5,22,6.94,10,42,3.81,93.46,50,Sud,virement,0
64,182.27,1,2,5.5,10,20,28.95,2.19,69,Sud,prelevement,1
17,,1,20,2.43,1,22,-18.41,21.47,40,Ouest,carte,0
68,208.55,18,7,6.9,10,13,35.23,50.55,90,Sud,virement,1
91,159.65,3,19,1.8,2,30,5.58,24.61,13,Sud,virement,1
87,42.45,2,2,6.76,9,9,-3.03,70.91,65,Sud,prelevement,1
2,168.08,17,21,3.28,1,24,,19.19,82,Ouest,prelevement,0
77,141.61,6,8,8.32,3,30,66.93,8.03,72,Sud,prelevement,1
61,31.36,13,11,7.98,9,11,-2.5,77.8,38,Sud,prelevement,1
15,168.54,17,9,7.84,8,41,-26.27,71.14,63,Nord,,0
84,192.67,15,13,2.72,3,25,62.09,20.8,16,Nord,virement,1
52,202.05,15,1,9.54,7,42,33.84,11.52,55,Sud,prelevement,1
37,105.56,0,22,7.32,2,8,8.24,91.83,43,Ouest,prelevement,0
24,156.21,2,4,9.15,7,15,-27.59,56.11,2,Nord,carte,0
69,78.74,5,5,3.35,3,12,30.45,2.26,46,Est,prelevement,1
3,132.97,17,17,9.79,5,23,62.21,44.43,85,Sud,carte,0
36,211.51,0,9,7.11,1,36,10.48,18.87,,Est,prelevement,0
10,16.89,11,1,2.47,"10,00",1,67.6,56.97,88,Sud,virement,0
44,127.7,15,1,6.74,5,11,-4.87,11.95,92,Nord,carte,1
51,62.58,8,17,2.31,9,19,-28.28,12.02,59,Sud,prelevement,0
72,160.67,17,19,5.42,7,36,49.79,95.37,78,Nord,prelevement,1
87,193.72,11,10,5.76,0,33,22.6,60.51,45,Ouest,carte,1
49,201.71,18,5,1.25,4,19,-19.77,73.29,38,Sud,virement,1
2,189.08,14,2,8.56,0,35,66.33,11.19,98,Nord,carte,0
15,48.51,16,6,3.64,6,40,0.77,69.5,62,Sud,virement,0
10,168.94,18,10,9.15,2,42,6.79,55.16,84,Ouest,carte,0
19,16.17,6,10,8.8,8,36,45.4,28.61,86,Est,prelevement,0
34,160.36,11,0,1.9,0,41,19.87,29.82,9,Sud,carte,0
48,70.27,4,16,2.91,5,19,63.71,70.11,5,Nord,virement,0
20,121.3,18,3,2.97,2,39,-11.14,55.63,18,Sud,virement,0
74,182.84,17,9,5.67,5,4,-12.92,66.99,77,Nord,carte,1
88,94.82,15,4,3.2,4,8,-2.85,83.95,100,Est,prelevement,1
34,95.86,6,20,4.01,9,27,-10.41,46.61,74,Sud,virement,0
40,96.05,15,7,3.19,5,20,-11.68,76.98,77,Ouest,prelevement,0
12,84.71,2,12,9.17,4,145.52,31.47,58.11,11,Nord,virement,0
38,46.04,4,4,1.51,8,20,2.69,68.54,60,Est,virement,0
41,18.93,2,13,8.79,0,24,38.13,12.83,65,Nord,virement,0
58,192.92,13,1,1.6,2,41,-23.39,49.37,4,Est,carte,1
68,122.65,9,9,9.93,8,13,17.74,54.43,86,Ouest,carte,1
91,163.31,8,15,2.69,10,44,66.72,74.47,13,Sud,prelevement,1
75,54.23,9,8,3.85,6,1,53.11,14.16,50,Sud,prelevement,1
34,179.28,6,6,4.78,8,41,-2.58,35.39,47,Ouest,virement,0
77,129.87,3,8,3.08,1,36,59.14,75.37,2,Nord,prelevement,1
82,216.29,7,16,5.49,3,27,-14.4,3.8,96,Ouest,prelevement,1
56,134.81,14,21,7.0,8,12,50.43,69.89,1,Sud,virement,1
56,33.53,5,2,9.32,5,29,64.53,37.25,95,Ouest,carte,0
34,208.19,9,5,6.06,7,22,17.84,22.4,29,Sud,virement,1
29,207.56,10,5,4.43,2,42,-13.31,64.99,23,Sud,virement,1
58,169.36,1,11,2.96,4,13,-17.52,8.76,33,Ouest,prelevement,1
90,55.54,7,5,5.12,0,4,22.17,66.33,36,Nord,prelevement,1
81,193.53,18,6,7.46,6,38,-14.49,64.52,35,Nord,virement,1
50,78.52,2,13,1.44,0,22,6.55,56.08,2,Ouest,virement,0
48,161.39,12,21,1.02,4,41,61.44,82.96,10,Est,virement,1
60,154.15,7,17,5.72,10,1,-28.27,1.96,83,Est,virement,1
20,181.66,14,16,4.91,0,12,69.33,52.9,54,Ouest,virement,0
,86.93,14,0,3.71,10,39,33.71,73.52,6,Ouest,carte,1
91,57.06,2,1,9.19,9,43,-10.98,37.73,78,Sud,carte,1
47,77.89,11,1,2.67,5,40,-29.35,4.9,28,Ouest,virement,0
46,151.86,3,5,4.62,2,36,62.81,17.06,57,Ouest,virement,0
69,71.95,9,3,6.32,6,1,-14.49,1.24,58,Nord,prelevement,1
51,176.36,18,6,6.02,4,1,54.47,88.52,45,Ouest,prelevement,1
94,37.73,1,11,3.77,0,0,3.18,10.15,13,Est,virement,1
58,141.67,11,12,4.33,8,8,45.43,63.45,94,Nord,prelevement,1
55,78.85,8,17,6.73,10,14,29.0,43.25,52,Est,virement,0
21,44.54,7,15,6.56,1,31,58.52,52.64,90,Ouest,prelevement,0
64,74.93,0,21,1.52,3,36,71.6,55.62,93,Ouest,carte,0
28,180.01,10,3,7.04,6,4,-32.61,11.14,17,Ouest,virement,0
34,37.12,11,2,8.21,0,34,68.01,75.22,23,Est,prelevement,0
50,161.36,12,9,8.35,10,28,30.74,11.61,73,Nord,carte,1
38,13.66,18,20,2.63,3,14,-11.1,67.42,77,Ouest,virement,0
29,198.75,2,6,6.81,5,19,9.14,91.84,36,Est,prelevement,0
78,119.52,2,0,4.3,8,3,47.62,66.65,78,Nord,prelevement,1
47,32.11,0,7,5.28,2,37,30.04,83.15,100,Ouest,prelevement,0
22,"85,71",11,6,6.03,10,5,-1.13,78.09,62,Est,virement,0
85,86.26,1,,2.41,7,41,19.08,72.33,82,Nord,prelevement,1
76,18.1,15,19,1.05,4,6,7.9,55.27,61,Est,virement,1
34,73.36,11,13,2.97,3,2,-32.64,67.92,18,Sud,prelevement,0
79,86.91,16,21,8.72,4,25,-34.05,91.29,88,Nord,carte,1
63,108.76,0,8,5.67,7,16,-27.74,36.89,44,Nord,carte,0
76,77.11,0,18,8.1,9,14,23.47,61.9,23,Nord,prelevement,1
52,57.97,6,19,2.8,2,21,53.05,8.24,41,Est,carte,0
84,122.45,5,9,3.92,8,15,31.96,29.9,36,Est,virement,1
11,175.44,15,20,7.92,9,34,35.79,27.67,85,Est,prelevement,0
18,177.34,8,3,8.17,3,21,49.23,53.44,92,Sud,prelevement,0
14,115.94,3,12,6.06,10,23,-25.93,87.69,67,Nord,virement,0
26,107.55,8,22,4.49,9,9,-18.86,,85,Ouest,carte,0
86,101.12,7,4,5.39,6,31,37.09,6.69,76,Sud,carte,1
63,97.17,3,11,7.29,4,12,56.37,33.15,18,Sud,prelevement,0
78,119.62,9,11,5.48,2,32,-4.59,14.04,7,Nord,prelevement,1
43,119.44,8,14,7.35,5,39,-11.92,70.5,45,Ouest,virement,0
52,73.04,0,6,2.49,9,30,50.48,43.27,35,Ouest,prelevement,0
