temperature_c,vibration,humidite_pct,pression_bar,heures_utilisation_jour,nb_alertes_7j,derniere_maintenance_jours,nb_interventions_12m,consommation_kwh_j,indice_usure,site,equipement_type,panne_30j
81.6,12.42,54.62,7.06,1.89,6,581,10,496.702007,83.56,B,pompe,0
54.34,2.03,71.25,1.65,10.01,9,602,15,761.608049,60.31,B,pompe,0
77.26,14.51,57.73,3.31,3.18,9,521,1,796.578634,38.69,B,pompe,0
46.43,10.68,76.64,7.41,18.16,18,475,2,396.866611,0.56,C,compresseur,0
81.57,16.52,41.13,6.98,15.37,8,404,13,432.59498,18.25,C,pompe,0
72.99,10.37,60.79,3.19,13.97,22,691,5,461.793361,53.91,B,convoyeur,0
55.02,8.8,74.43,7.36,13.53,8,590,0,525.709257,36.26,B,convoyeur,0
70.95,16.9,26.53,8.09,21.15,12,653,15,274.218851,28.52,C,convoyeur,0
76.19,4.32,50.31,8.64,15.33,12,227,11,1548.033664,55.26,C,compresseur,0
40.23,16.15,51.33,7.21,1.05,25,478,17,536.217798,5.04,A,compresseur,0
46.75,10.36,83.32,0.99,14.13,9,242,17,687.707891,77.4,A,compresseur,0
83.25,1.58,54.29,5.58,14.51,15,725,8,268.2013,51.2,B,pompe,0
55.99,0.94,14.15,4.09,8.89,1,71,6,458.382347,23.72,A,compresseur,0
50.76,17.02,86.57,3.83,13.45,25,384,18,482.541954,54.08,B,compresseur,1
65.27,15.18,52.31,4.11,20.76,11,165,0,949.211819,NA,A,compresseur,1
79.1,0.4,21.42,5.24,4.14,10,544,17,333.646958,41.87,A,convoyeur,0
62.56,17.12,37.78,3.98,16.94,4,182,6,554.190719,89.62,B,convoyeur,0
81.23,6.19,65.5,3.7,4.53,13,569,15,267.993824,28.56,C,convoyeur,0
78.18,17.69,29.93,1.22,3.09,14,278,9,405.279557,57.91,A,pompe,1
74.49,3.98,34.16,5.58,20.08,8,259,14,128.237394,1.28,C,compresseur,0
85.07,1.05,138.81,8.42,12.35,10,344,12,269.555132,23.87,A,convoyeur,0
70.85,3.37,88.12,0.95,15.17,22,528,18,220.904218,97.76,C,pompe,0
57.27,1.24,57.17,2.1,4.19,18,477,7,101.925212,29.04,B,convoyeur,0
76.04,2.11,91.67,8.13,15.37,14,73,17,771.127674,62.2,A,pompe,0
35.92,7.23,32.74,6.6,13.61,11,550,0,414.401725,46.28,C,compresseur,0
35.83,9.87,81.0,3.02,1.18,23,684,17,214.999466,33.27,C,pompe,0
90.37,8.15,40.25,7.87,2.75,,452,5,44.064103,73.32,B,pompe,0
39.68,5.85,63.91,8.55,11.29,15,436,11,99.285691,63.35,B,pompe,0
93.11,5.57,88.81,0.89,4.45,24,512,7,743.172774,45.23,B,pompe,0
68.4,2.97,45.45,3.52,3.57,1,327,1,713.368932,41.66,C,pompe,0
50.96,7.78,26.54,2.03,18.81,19,42,,343.832071,42.7,C,convoyeur,0
92.48,9.83,16.72,5.12,0.92,3,150,6,769.337776,54.9,A,convoyeur,0
61.42,17.96,70.8,6.16,1.82,3,593,6,556.172644,76.97,C,compresseur,0
42.27,7.42,30.88,8.47,3.39,2,60,13,771.648089,17.71,C,compresseur,0
90.62,1.89,31.45,7.8,12.98,12,260,10,755.83587,66.04,B,pompe,0
47.28,17.56,24.9,8.71,15.93,4,212,6,34.539159,24.26,B,convoyeur,0
61.63,3.27,61.29,2.63,21.82,19,719,2,212.031092,3.45,C,pompe,0
65.13,18.27,84.54,3.11,"2,87",1,317,2,390.202675,20.96,B,pompe,0
69.64,4.28,16.99,6.1,16.56,17,203,15,302.940696,97.78,C,compresseur,0
83.09,12.84,10.09,1.98,21.83,12,455,15,879.474079,8.07,C,pompe,0
57.86,2.9,51.59,1.93,3.14,9,399,10,635.338687,82.06,C,compresseur,0
50.36,8.17,21.84,0.99,2.68,17,531,7,666.45729,42.34,C,compresseur,0
48.03,7.29,16.16,1.45,21.5,22,435,89.61,380.492619,8.63,C,convoyeur,0
44.42,14.81,45.51,7.54,7.43,25,217,9,655.474282,47.33,A,pompe,0
42.4,8.99,22.18,5.57,18.7,13,189,15,1563.159605,85.87,C,compresseur,0
46.45,16.24,35.61,1.65,20.32,11,93,14,475.263308,42.12,B,pompe,1
58.08,5.59,33.21,9.13,8.74,20,440,14,562.68169,98.83,B,pompe,0
66.23,10.57,12.35,7.92,9.19,10,35,3,663.910576,76.16,A,compresseur,1
64.09,2.12,43.72,1.04,5.7,19,400,8,833.174417,21.0,B,compresseur,0
42.06,2.15,59.55,7.31,16.98,25,680,1,784.077259,86.64,C,compresseur,1
48.85,12.54,73.99,8.7,15.22,16,126,7,852.480658,35.12,B,convoyeur,0
59.68,10.11,54.65,1.0,18.03,3,396,6,225.586818,82.98,B,convoyeur,0
81.0,11.94,82.58,4.65,8.87,13,564,8,133.487149,93.97,A,pompe,1
74.35,2.23,50.27,1.51,1.56,2,272,8,631.165578,11.38,B,pompe,0
80.48,15.74,69.14,2.51,21.26,15,59,0,662.239558,66.39,B,pompe,0
82.86,5.6,23.72,0.91,3.36,3,377,5,1535.901577,16.99,C,compresseur,1
58.47,17.38,10.22,6.6,20.1,8,105,9,182.831799,82.5,B,pompe,0
35.63,16.89,78.22,5.41,15.12,6,489,18,620.578287,24.06,C,compresseur,0
82.54,18.28,19.78,4.7,12.67,3,376,5,715.70421,54.48,A,compresseur,0
75.89,2.25,64.5,1.38,12.81,18,359,11,665.563949,64.73,C,compresseur,0
81.24,0.47,49.08,8.79,19.48,17,655,5,175.347186,51.0,C,convoyeur,0
62.47,,21.49,4.29,3.44,25,631,9,681.848107,29.02,A,pompe,0
87.39,15.35,65.3,2.69,2.87,18,280,16,500.124877,13.71,B,compresseur,1
93.16,4.79,28.51,8.96,17.29,12,51,8,0,3.07,A,convoyeur,0
53.17,0.22,88.65,8.81,5.67,24,265,17,120.373483,93.67,B,convoyeur,0
58.83,15.95,90.73,5.63,4.72,2,573,4,239.082894,65.71,B,pompe,0
88.6,11.22,61.68,4.77,10.02,4,595,7,277.224951,37.46,,pompe,0
73.41,2.82,91.07,4.16,9.9,0,244,15,182.822054,80.96,C,compresseur,0
49.75,13.32,22.63,3.13,9.59,12,641,11,463.747266,39.41,A,convoyeur,0
75.12,3.81,80.46,1.74,2.65,13,634,13,339.980282,31.16,B,compresseur,0
72.4,6.03,89.32,1.16,12.91,18,680,18,974.880104,40.35,A,pompe,0
90.35,9.74,39.47,5.88,17.62,12,531,10,415.540747,53.09,A,convoyeur,1
70.91,9.1,71.9,3.7,11.02,12,356,11,381.126861,0.64,A,pompe,0
68.29,12.86,41.16,1.41,17.96,23,265,4,87.300243,42.2,C,NA,1
49.91,15.82,16.91,3.5,8.36,1,344,2,673.487162,76.46,B,convoyeur,0
89.37,4.24,29.38,5.11,20.68,11,239,10,346.534781,62.79,B,convoyeur,0
53.94,8.14,21.5,8.03,18.7,13,11,16,697.882749,40.14,A,convoyeur,1
86.12,10.6,65.08,3.35,2.76,17,439,15,269.905308,55.41,C,compresseur,0
38.81,10.34,27.84,2.11,14.14,11,228,13,503.388928,13.49,A,convoyeur,0
60.72,12.69,23.16,6.22,2.15,23,135,8,104.831528,79.65,B,convoyeur,0
60.4,3.94,36.21,4.51,3.57,8,350,14,183.972045,40.9,A,compresseur,0
39.16,9.6,14.0,6.35,4.34,17,411,8,342.067199,69.24,C,convoyeur,0
63.95,1.54,79.71,5.4,5.12,11,643,15,470.025218,71.21,B,convoyeur,0
61.44,6.92,14.39,6.08,7.9,18,446,14,660.368059,18.9,A,compresseur,1
59.34,15.95,29.06,2.06,21.91,9,51,2,776.753477,11.5,C,compresseur,1
62.03,0.28,21.25,5.6,4.95,12,224,16,720.507951,20.84,B,compresseur,0
64.3,4.02,51.67,7.69,17.47,7,384,14,659.751938,46.41,B,pompe,0
75.74,11.03,20.77,8.82,12.98,17,323,15,627.032893,3.89,A,compresseur,1
83.17,1.75,72.55,1.61,9.14,5,96,12,505.516757,25.27,A,pompe,0
82.96,5.87,30.29,7.42,18.17,5,502,0,164.809522,32.26,C,convoyeur,0
,9.1,51.11,3.51,5.48,7,292,7,750.552169,43.22,A,convoyeur,0
85.96,11.13,11.18,7.84,18.91,3,255,2,350.912043,8.34,B,pompe,0
91.76,12.54,58.46,2.89,2.45,11,378,15,79.784038,13.04,B,pompe,0
91.71,18.1,19.93,4.65,11.04,1,458,4,733.110906,68.69,C,compresseur,1
42.09,4.2,69.43,0.87,12.7,13,693,4,842.224055,88.83,C,compresseur,0
77.61,10.63,35.19,5.26,15.28,20,164,14,522.723411,21.68,C,pompe,0
80.1,7.39,45.06,7.98,8.52,24,424,8,619.304449,32.83,B,convoyeur,0
51.63,17.76,38.23,9.2,20.33,21,497,0,715.294251,78.24,A,convoyeur,0
58.59,2.42,57.2,4.68,3.59,19,20,14,440.436186,77.8,B,compresseur,0
87.21,17.23,17.32,6.79,5.21,22,714,7,660.606165,91.37,C,pompe,0
72.17,10.98,85.94,8.05,10.36,9,127,1,449.347965,97.01,B,pompe,0
68.15,2.39,23.61,4.72,12.91,11,163,13,384.116216,51.93,A,convoyeur,0
56.85,9.92,27.16,3.1,9.31,19,465,4,303.602213,71.36,B,pompe,0
70.3,5.18,49.43,5.35,5.65,18,576,17,631.831736,66.76,A,convoyeur,0
48.45,3.71,51.18,7.51,4.13,17,546,14,623.087936,34.53,A,convoyeur,0
55.34,5.5,22.94,5.12,20.6,6,176,14,189.027745,83.58,C,pompe,0
36.64,8.52,65.03,1.62,19.04,19,369,18,349.620101,56.77,B,pompe,0
47.85,5.11,31.09,5.03,10.03,10,553,7,92.292581,19.77,A,compresseur,0
59.04,3.56,71.85,4.32,8.53,13,329,13,161.381333,16.86,B,convoyeur,0
72.61,5.57,52.3,1.24,10.09,9,203,7,143.543756,79.97,B,compresseur,0
65.7,8.2,12.58,2.75,12.82,11,172,4,842.682562,63.11,C,pompe,1
62.14,11.43,23.92,5.4,7.15,12,189,11,802.100665,56.32,C,convoyeur,0
77.07,7.38,24.59,5.38,9.43,10,159,16,1349.016658,74.22,B,convoyeur,0
45.69,15.14,42.82,2.15,12.47,14,675,16,368.647599,90.6,A,convoyeur,1
93.45,0.18,15.47,1.11,15.86,23,162,18,160.153913,29.74,B,compresseur,1
62.41,10.23,31.19,1.91,13.29,25,589,0,167.408238,99.18,A,convoyeur,0
65.75,11.24,17.99,8.14,21.16,22,44,4,285.373948,91.11,A,convoyeur,0
59.24,7.84,26.83,1.24,4.27,18,307,14,438.201489,59.16,C,compresseur,0
84.89,14.01,387.37,3.69,7.22,2,275,15,371.434808,85.09,A,convoyeur,0
52.36,7.46,66.25,3.88,5.98,20,427,10,99.927929,62.55,C,convoyeur,0
45.02,0.55,90.09,8.07,21.64,24,411,2,290.287014,81.1,B,pompe,0
61.63,18.32,53.4,4.79,6.87,12,241,1,505.321393,11.63,B,convoyeur,1
52.92,0.79,67.13,1.63,19.26,3,297,0,253.710943,43.83,B,compresseur,0
90.18,7.46,,3.81,10.8,8,355,2,0,86.62,B,convoyeur,1
67.71,16.45,65.75,2.02,2.71,1,142,15,106.884285,43.02,B,convoyeur,0
80.23,10.83,47.89,7.02,10.41,4,537,10,154.223025,70.61,A,convoyeur,1
90.98,16.79,87.08,1.16,7.2,15,35,13,511.492748,18.86,A,pompe,0
80.17,13.77,26.22,7.45,11.82,18,466,8,677.746228,88.86,B,convoyeur,0
38.96,8.16,44.92,8.85,13.2,25,214,14,194.642526,83.4,A,pompe,0
68.55,17.55,46.02,5.32,1.78,0,266,5,648.29524,39.63,B,compresseur,0
85.95,12.73,90.05,3.32,11.11,9,663,1,267.873658,19.29,B,convoyeur,0
45.21,15.02,33.41,9.08,14.76,7,68,9,561.029765,31.19,C,compresseur,0
37.05,10.54,88.6,4.33,11.15,23,109,15,904.458492,45.98,C,compresseur,0
74.22,7.97,63.94,3.67,4.82,7,213,15,788.370846,22.84,A,pompe,0
79.81,15.46,55.93,9.39,13.9,2,565,16,673.475715,98.53,B,compresseur,0
88.31,15.08,43.74,5.42,17.97,21,368,16,0,5.89,C,,1
41.52,9.33,84.01,2.81,21.25,23,365,NA,755.841104,50.9,C,pompe,0
41.45,1.86,66.34,4.67,5.98,12,304,17,639.759273,31.95,A,compresseur,0
67.84,7.66,57.35,7.92,4.03,15,585,8,285.540389,30.82,C,,0
44.14,11.71,25.04,2.05,0.64,3,423,7,721.654798,34.59,A,compresseur,0
58.59,12.24,55.65,2.67,19.89,3,263,12,0,43.8,C,pompe,0
40.63,16.46,15.0,5.23,3.15,6,45,1,795.859417,93.72,B,pompe,1
61.48,15.37,88.95,,1.94,0,35,2,455.084705,7.68,B,convoyeur,0
48.74,10.33,28.02,4.09,17.62,5,338,16,740.188116,44.89,B,pompe,0
50.07,9.73,66.59,5.03,9.29,14,188,7,593.531565,61.26,A,pompe,0
49.61,17.55,83.84,8.24,6.82,14,17,7,340.263655,52.1,B,pompe,0
74.9,16.26,37.58,9.43,8.66,1,131,15,628.362162,94.28,A,convoyeur,0
39.92,4.16,81.86,5.17,12.06,2,280,1,892.420737,97.33,C,convoyeur,0
50.39,9.94,38.88,27.94,2.38,3,462,7,570.202299,2.26,C,compresseur,0
82.73,3.3,58.34,9.15,6.56,20,76,11,896.201959,54.79,C,compresseur,0
80.26,7.25,76.68,1.83,17.25,4,567,17,707.065269,73.2,A,pompe,0
53.32,13.97,50.06,4.65,0.8,2,182,4,337.516246,4.71,A,pompe,1
84.3,5.98,61.9,1.44,2.34,16,91,14,424.369625,62.09,B,pompe,1
90.39,3.59,15.73,3.9,14.24,14,5,1,201.125977,54.42,C,compresseur,0
65.82,2.73,63.52,9.0,12.39,25,77,4,672.453889,99.85,A,pompe,0
60.33,9.14,37.77,4.45,20.15,5,85,17,372.814259,83.32,B,compresseur,0
79.39,1.4,55.84,42.82,13.48,1,543,0,607.390665,85.21,B,convoyeur,0
68.26,4.27,46.87,7.22,15.06,25,675,12,635.305522,63.81,A,convoyeur,0
57.84,2.91,80.62,1.08,17.87,19,576,18,562.726827,63.27,B,convoyeur,0
53.62,14.63,23.37,2.57,21.5,17,190,17,281.459548,1.54,B,compresseur,0
68.51,4.94,21.43,6.27,11.56,20,156,6,123.396689,13.16,C,compresseur,0
78.46,5.37,56.2,8.48,1.2,23,341,12,637.910182,11.78,C,compresseur,1
39.83,12.54,84.43,5.41,5.87,21,419,12,660.124353,93.64,C,convoyeur,0
89.59,17.39,88.13,9.26,16.39,12,574,3,170.379166,81.13,B,compresseur,0
53.38,3.0,87.92,6.95,21.08,10,668,0,399.725579,18.16,B,pompe,0
63.21,9.67,14.41,6.26,15.04,13,413,1,40.150484,71.99,A,pompe,0
85.08,16.62,78.07,4.56,21.26,6,422,18,274.673483,82.22,B,convoyeur,1
74.95,14.06,25.07,6.07,14.85,22,201,5,526.707032,63.39,C,compresseur,0
36.5,1.4,63.64,3.96,2.94,0,572,5,303.191492,99.76,A,compresseur,0
36.49,10.66,33.29,8.25,21.98,18,552,5,0,2.87,A,pompe,0
39.13,17.76,56.71,7.4,17.75,12,501,16,238.007017,12.66,C,compresseur,1
77.79,16.47,23.33,1.64,3.76,12,283,7.47,812.181726,27.08,A,convoyeur,0
85.9,0.94,60.44,5.02,1.4,,71,13,743.593171,29.56,A,compresseur,1
82.91,1.36,15.93,8.62,6.49,9,104,12,673.745129,92.37,C,convoyeur,0
87.63,14.94,44.85,4.41,4.76,22,196,9,360.761746,84.12,C,convoyeur,0
63.85,14.14,47.47,2.38,3.46,4,583,8,0,61.93,A,compresseur,0
94.82,10.71,91.89,5.85,21.52,8,232,3,451.056495,73.51,B,pompe,0
47.06,14.31,89.26,5.81,9.28,6,343,4,669.286781,97.42,A,compresseur,1
56.92,16.63,76.02,3.6,17.14,25,13,11,331.394533,58.82,B,pompe,1
50.85,14.52,26.43,5.4,6.24,10,222,4,564.427036,41.81,A,convoyeur,0
58.49,10.8,19.97,4.57,14.83,2,85,16,517.130679,73.94,A,compresseur,1
76.03,5.15,40.94,6.13,11.57,13,281,7,392.19269,90.72,C,convoyeur,0
61.51,17.68,10.09,4.02,7.39,7,293,12,394.345257,57.48,B,pompe,1
57.72,16.4,23.97,6.27,7.89,1,146,7,0,81.62,B,convoyeur,0
68.8,12.69,84.31,6.22,18.32,18,628,7,502.006853,84.1,C,compresseur,0
37.52,18.2,55.17,5.57,20.87,19,712,11,401.886295,59.92,B,compresseur,1
84.62,"10,90",48.88,7.93,10.98,6,488,15,397.800145,20.81,B,compresseur,0
65.89,17.92,65.77,1.39,6.17,24,38,15,216.961429,32.35,A,compresseur,0
35.19,6.99,73.19,7.04,14.93,11,715,17,591.724876,97.79,B,pompe,0
49.54,11.37,22.97,5.69,20.6,14,26,3,852.199908,3.13,C,pompe,1
41.73,18.03,66.48,2.87,18.07,16,423,6,897.042249,19.16,B,compresseur,0
45.42,16.92,87.27,0.86,7.92,5,6,12,454.739877,94.24,C,NA,0
92.69,8.64,60.28,8.56,13.67,23,454,15,214.49219,52.42,A,pompe,0
50.37,3.27,30.11,4.51,21.01,19,372,6,420.85156,5.72,C,convoyeur,0
51.29,6.09,80.74,8.91,12.54,24,580,12,236.149802,16.93,C,convoyeur,0
44.21,6.45,87.57,5.17,19.16,6,226,,517.466485,50.43,C,compresseur,0
63.63,2.05,43.77,1.32,17.17,2,529,7,169.238234,88.22,A,pompe,0
37.91,6.16,26.98,6.14,15.03,21,657,0,817.361664,91.02,C,pompe,0
50.47,8.41,12.83,8.75,15.44,5,28,4,412.16259,6.52,B,convoyeur,0
35.11,16.34,69.97,9.32,20.44,17,584,18,621.915302,66.37,C,compresseur,0
88.3,11.54,72.15,7.97,6.83,25,416,5,248.314094,86.29,B,compresseur,1
67.22,0.67,42.46,1.8,8.53,15,521,18,493.366935,85.39,B,compresseur,0
48.83,5.25,47.11,3.05,10.0,25,9,6,140.111081,52.44,C,convoyeur,0
85.0,11.17,63.45,0.92,1.71,14,428,3,340.724505,47.29,A,convoyeur,1
79.9,6.25,48.07,3.32,9.05,14,11,3,357.939214,22.43,A,pompe,1
44.4,4.25,17.79,4.1,12.74,0,559,2,350.537959,33.13,C,pompe,0
58.62,1.07,28.12,6.97,4.24,14,561,0,701.807076,46.36,A,pompe,0
45.95,7.18,85.19,8.66,15.42,13,43,4,718.955413,78.83,C,compresseur,0
62.71,8.62,26.66,7.6,5.11,5,178,4,418.439959,34.98,B,compresseur,0
79.43,8.35,89.95,1.15,14.05,14,368,1,342.570203,92.43,NA,compresseur,0
76.69,5.58,79.14,5.89,"4,34",8,206,16,293.97642,83.65,B,pompe,1
35.4,15.83,37.02,1.64,15.01,5,230,0,86.692538,75.19,B,compresseur,0
46.52,6.09,77.96,3.2,6.28,14,397,11,73.566101,99.42,A,pompe,0
57.39,12.72,69.55,8.33,4.99,7,574,2,391.488652,83.11,A,compresseur,0
53.17,14.38,65.5,8.46,17.97,11,506,4,72.736206,92.77,C,compresseur,0
82.43,12.83,46.25,3.25,13.33,14,728,0,345.866407,2.63,A,convoyeur,0
93.99,14.24,13.64,7.4,2.66,2,198,2,234.109661,59.74,C,convoyeur,1
80.93,3.48,32.17,4.95,16.16,9,209,1,559.023675,72.23,C,convoyeur,0
52.0,15.77,10.5,6.02,21.79,1,97,13,14.135269,15.45,A,pompe,0
90.08,15.0,15.94,6.12,14.36,18,27,0,0,93.37,B,compresseur,1
74.03,1.84,32.38,6.97,15.9,8,470,10,0,45.23,C,pompe,0
35.3,4.76,51.31,0.93,14.44,12,658,0,705.419832,18.37,C,pompe,0
62.38,1.03,21.32,5.49,5.59,2,50,12,462.732823,10.93,A,convoyeur,0
51.98,7.08,18.94,1.85,21.14,23,709,2,617.401557,45.63,C,pompe,0
55.63,17.76,21.57,1.08,17.34,14,603,11,772.420129,24.86,B,compresseur,1
70.51,18.21,72.32,6.88,10.76,4,358,11,402.548419,54.01,A,pompe,0
35.78,8.85,81.8,8.96,15.38,0,544,4,201.687244,28.74,C,convoyeur,0
35.43,12.67,55.57,1.55,,20,238,1,140.496558,35.29,B,pompe,0
48.85,17.88,46.1,1.65,15.51,5,337,0,325.981247,40.66,B,pompe,0
89.31,4.74,66.97,7.8,12.92,9,529,17,172.863388,87.95,A,convoyeur,0
50.34,1.44,91.53,5.44,2.95,25,376,18,65.10208,30.41,A,pompe,0
64.02,15.52,29.7,0.96,4.2,3,494,10,658.266739,10.41,A,compresseur,1
57.15,16.9,81.59,3.09,16.62,12,2,5,259.405794,15.26,C,convoyeur,1
82.16,3.06,74.12,6.89,12.94,14,412,11,890.731943,38.65,B,pompe,0
79.34,5.18,43.59,1.46,17.98,2,240,4,141.469038,25.35,C,pompe,0
81.94,2.82,86.29,5.13,3.81,16,495,18,816.235873,32.23,A,convoyeur,0
40.2,15.63,37.84,1.67,20.38,1,161,14,360.300834,32.54,A,compresseur,0
67.39,9.78,65.53,7.72,4.06,22,207,8,978.966116,50.95,C,convoyeur,0
66.16,12.99,89.9,9.5,11.93,24,339,13,296.31045,4.08,C,pompe,0
73.1,2.66,60.66,5.14,0.72,23,95,11,587.214026,97.33,A,pompe,0
65.3,14.3,76.98,0.93,9.55,8,414,1,739.49841,54.31,B,compresseur,0
61.74,9.28,19.09,5.4,21.76,7,521,15,494.421673,78.26,A,compresseur,0
42.5,18.16,35.31,7.37,18.88,16,426,17,35.553509,37.34,C,compresseur,1
65.75,17.04,10.56,8.97,11.32,19,219,11,363.426302,88.96,A,convoyeur,0
88.2,9.55,33.81,7.58,19.95,6,438,1,402.262055,20.38,B,compresseur,0
90.22,8.98,83.6,6.35,2.61,12,312,10,460.486937,47.3,A,compresseur,0
56.58,16.49,31.41,6.46,11.89,18,485,1,910.739188,84.51,B,pompe,0
63.7,17.09,53.45,4.78,21.29,23,46,6,118.490926,58.2,C,pompe,1
77.96,1.31,23.82,5.89,7.81,23,276,4,690.909259,78.09,C,pompe,0
89.77,6.11,83.09,3.26,17.92,10,346,0,418.761077,87.4,B,compresseur,0
57.87,2.88,63.93,6.76,11.33,13,415,10,386.7077,73.24,A,convoyeur,0
61.4,13.26,74.47,8.79,14.39,16,162,8,843.674167,81.94,C,pompe,0
53.97,14.65,24.69,8.28,6.9,17,476,7,0,85.26,B,pompe,0
89.61,15.95,60.69,8.06,15.89,4,154,6,281.400824,21.92,A,pompe,1
66.24,12.65,10.75,6.49,7.14,6,659,8,274.337711,21.15,A,convoyeur,1
63.86,11.81,12.36,3.89,21.35,4,119,12,599.670573,95.45,C,compresseur,0
65.5,9.45,51.76,5.08,5.48,23,490,11,131.073983,73.95,B,convoyeur,1
58.6,6.18,10.39,4.82,20.75,5,399,10,74.932235,62.92,B,convoyeur,0
62.2,17.96,24.82,2.69,21.75,12,344,11,21.472142,81.91,A,convoyeur,0
55.34,13.7,44.57,8.1,19.17,20,282,17,588.331818,43.3,A,convoyeur,0
48.32,4.38,57.98,5.41,18.65,17,65,1,741.688417,12.49,B,compresseur,0
71.46,13.64,68.41,5.85,19.24,25,411,2,618.558468,39.86,A,compresseur,0
80.81,3.01,15.55,8.36,19.99,0,249,3,170.030741,2.72,B,convoyeur,0
80.73,0.83,44.2,5.58,16.35,10,448,14,149.655838,31.81,B,pompe,0
83.48,15.17,45.72,7.76,14.7,0,665,6,375.226357,39.76,C,pompe,0
60.89,12.04,63.41,6.86,15.62,0,327,1,424.595457,31.32,C,convoyeur,0
50.41,11.97,80.21,2.24,10.11,25,562,13,605.431884,92.24,B,compresseur,0
87.58,9.33,61.85,8.8,6.41,2,120,8,818.642474,64.03,B,convoyeur,1
